id,value,label
7603,0.5754,JjzHOxrz
7604,0.3295,GwugexLM
7605,0.9936,nfRsoXRT
7606,0.8924,rYFjWdhC
7607,0.9481,AaejJsoo
7608,0.4474,jinPfLpG
7609,0.5709,kcwLhqYn
7610,0.4318,qPdjcBjq
7611,0.1531,ExDgOkbI
7612,0.9297,FglJSVeQ
7613,0.8387,iLZfCOse
7614,0.9099,CTKWigrl
7615,0.0875,KlGsbpUG
7616,0.8542,LSeQtluH
7617,0.4397,HBXfygLT
7618,0.3143,EwiWnSuq
7619,0.5907,uzWNJQuF
7620,0.4505,LiFRcGgg
7621,0.138,eUXzppUC
7622,0.6581,PlpchLya
7623,0.0465,VDzXGvlg
7624,0.1297,qXVRxfuV
7625,0.4343,TXduZcnr
7626,0.5494,JMBHOPnh
7627,0.3412,UMMApsAD
7628,0.9894,pfvTzvXx
7629,0.972,XriReyCl
7630,0.1826,etCfvtSu
7631,0.2982,YBrMEVdp
7632,0.6528,tZMCwKpQ
7633,0.1828,sjTHaahe
7634,0.2097,jVSrXuAf
7635,0.6271,aCYLyifG
7636,0.3116,giNtgtGm
7637,0.7091,YbeSJPwF
7638,0.9343,FIyoQCiL
7639,0.231,RiqAntwP
7640,0.2145,IAuxEdMF
7641,0.8499,qqfPwKPq
7642,0.6461,VgGpnhXn
7643,0.3743,XEkPreWC
7644,0.7128,jQTEPbMo
7645,0.4522,YyWibTzx
7646,0.9684,pZXJPVcz
7647,0.5418,XmfYBxro
7648,0.3635,VuUHKYfA
7649,0.5252,ORFnDHgM
7650,0.9154,HfPsUOmm
7651,0.1073,VyDBhYVV
7652,0.1013,yUGcPWVy
7653,0.6855,FmlNFPJM
7654,0.9193,UHUlnjtK
7655,0.0556,qrdcEugY
7656,0.5371,RopzQAIQ
7657,0.027,mUvazxnG
7658,0.9185,PwstnNJq
7659,0.3398,DmBADqCa
7660,0.1771,aFvukKzI
7661,0.6879,GDgIyglp
7662,0.659,UhJoVHym
7663,0.3406,uFvtsWdH
7664,0.1037,GtOlguWe
7665,0.9593,GofghOrj
7666,0.325,pgskpGHS
7667,0.6054,fBBsiOaG
7668,0.714,FGuczDnN
7669,0.2146,NafzjkAb
7670,0.3514,fpOrxvYf
7671,0.2436,diazJDqJ
7672,0.6283,qKkdnvnK
7673,0.8618,pZmCTdEB
7674,0.7178,RvcXKZnt
7675,0.8073,WUbsjDkx
7676,0.5652,AlQvgZFE
7677,0.9756,MKdyrCep
7678,0.1293,LlQVIqcl
7679,0.6338,iTWROpuV
7680,0.9442,yDXesMlc
7681,0.7027,KMxSxRZV
7682,0.5588,ATfAvUGO
7683,0.6159,UwlpMEIQ
7684,0.1852,gkqgpYfR
7685,0.2594,vGmBWXLl
7686,0.0734,BkXZDlqJ
7687,0.7671,MFzPcoyj
7688,0.9181,VRUZTmaO
7689,0.8171,vRMbZKNI
7690,0.1294,fVbFoRAe
7691,0.304,AdUQitQn
7692,0.2873,BNdVOMYe
7693,0.8218,aFXMVuQd
7694,0.2287,lrRFRnmg
7695,0.7353,HOkKSmUy
7696,0.9622,OwLRfEMD
7697,0.4206,UiJVwMkC
7698,0.7015,JTmoNcUi
7699,0.9555,QIaKUMGI
7700,0.6693,xtdhMVql
7701,0.5781,ZktMwnnk
7702,0.0312,MtaWjXmE
7703,0.1381,JlquYtwb
7704,0.7936,ScwqcMOo
7705,0.9234,YRpvtreI
7706,0.1522,mcZBkPEI
7707,0.9119,nprZcqHi
7708,0.618,ATbLYJnZ
7709,0.0101,aZwZEzFl
7710,0.9587,wnVtpYhX
7711,0.8234,ERBPKwzQ
7712,0.9601,ERAWGYjs
7713,0.1252,PILqOIbJ
7714,0.4577,odxBZbMp
7715,0.4595,dntmJKnQ
7716,0.704,haJiYzHc
7717,0.9473,OSLyLNPI
7718,0.8219,tdKOLslj
7719,0.1455,mhTeUouX
7720,0.7093,BXiVFQeo
7721,0.2083,CIHRLeAO
7722,0.4055,KhAybKLI
7723,0.5918,ppKeumHL
7724,0.0485,imxflinV
7725,0.8023,YwpSynnB
7726,0.1104,NsGHRNXt
7727,0.083,UhAXWFhD
7728,0.117,evYAeIbs
7729,0.9198,GldhstrF
7730,0.3606,FjOZNqva
7731,0.4176,NphFSSDQ
7732,0.6181,vPxUVcKb
7733,0.0997,NKGahkIm
7734,0.7097,lJLnkwSu
7735,0.7907,uKTSeuYi
7736,0.3143,VViXVHhJ
7737,0.5374,nDLKcUtc
7738,0.4586,jTaXsbxG
7739,0.0598,YRvRtJrK
7740,0.5327,MdsWGiLi
7741,0.2284,toHHrKqY
7742,0.7166,JXcQnBvX
7743,0.3137,IPEVJnKH
7744,0.6881,FiBEkBHE
7745,0.5089,fKtLkcqx
7746,0.2796,VioohDRe
7747,0.5145,jreiuYYd
7748,0.6483,jwFSfwJC
7749,0.4281,igudscLo
7750,0.0596,YaJqUUvI
7751,0.6169,fVyRltby
7752,0.0306,QhIXwvpM
7753,0.4186,sEnaKPgF
7754,0.1179,mqQgyWHH
7755,0.7525,GQVdvhtG
7756,0.222,SoKUTRpa
7757,0.6486,pkmUvTSh
7758,0.6465,gzqUhfkh
7759,0.4785,SSEjgfZv
7760,0.3268,NuWVAPMh
7761,0.5819,wKSAbAmS
7762,0.6139,ubIWkqzm
7763,0.7495,CBUmyslE
7764,0.694,HDXqVVmV
7765,0.1932,inGmZSra
7766,0.5759,BpplAbqn
7767,0.7478,IjYaOtNC
7768,0.9899,YQPJtFuX
7769,0.3567,qhNceBkc
7770,0.9878,YPTLaKWq
7771,0.3078,vrrGRjlY
7772,0.4181,YqFgHCis
7773,0.5147,nbHYIErI
7774,0.7272,MIfpqJYH
7775,0.5278,bMKVsEOu
7776,0.2917,oqtCpvhL
7777,0.3163,BnEgccJt
7778,0.0224,hAJwxzME
7779,0.0476,EymxssOG
7780,0.2972,mJFSYxeu
7781,0.8088,kjZQYDiU
7782,0.6504,BHkIHQrO
7783,0.9858,xgsfeTrM
7784,0.1427,bdkBVyyI
7785,0.3361,HcEVmlej
7786,0.2183,vQKHCcDx
7787,0.1557,SuNnpLta
7788,0.4758,aUMasMoy
7789,0.8563,IVgyMCKs
7790,0.4004,TsnGsNGE
7791,0.5912,GoeJPTfB
7792,0.488,JBGgWrfH
7793,0.0142,CnXsBSLN
7794,0.0019,vRbWxwmL
7795,0.2653,XlbQxjei
7796,0.2763,IMZBmXFp
7797,0.7897,BgCcZTsj
7798,0.9729,fYLaWYwT
7799,0.4394,rNuQDInN
7800,0.3831,SpBAUWRN
7801,0.1432,YOwPhbjB
7802,0.8461,daXfygRP
7803,0.6024,LvhFNTXf
7804,0.3671,bdNkYRId
7805,0.4361,sZuBBLCO
7806,0.8868,OLvaYQKV
7807,0.7797,TWlaJfFu
7808,0.1207,RkPpVyPj
7809,0.3624,pCVrgjEZ
7810,0.6115,afimXJaV
7811,0.1022,ExmXDCpS
7812,0.6008,waIRSVWy
7813,0.8112,EcnctXNA
7814,0.1694,cnVIEGQF
7815,0.76,NphzELlq
7816,0.6437,fqAWkilT
7817,0.0685,ECtYAiuY
7818,0.2469,vdTjfzrh
7819,0.4476,CmrYYWWH
7820,0.6342,pqPFpBrk
7821,0.2847,fWCBfRxd
7822,0.5451,wEtcsbht
7823,0.7239,OpbxRSeZ
7824,0.3178,mMQjfmnV
7825,0.5911,zEhhfLCc
7826,0.4461,TUAOqPGe
7827,0.6168,AJhOyZZR
7828,0.7979,WlBmzRwv
7829,0.422,eurHdvrm
7830,0.9813,TTNaIBvX
7831,0.0965,XnJwbpIb
7832,0.5059,ujXIPthY
7833,0.0432,xxiDRMXC
7834,0.2166,JDauODdd
7835,0.587,srfepJTo
7836,0.5367,xSvkKLNg
7837,0.3842,aSwegvrb
7838,0.6199,VIuTaEkD
7839,0.0578,mqrNjHqg
7840,0.093,sEfsMyZD
7841,0.0899,kRxYHrRT
7842,0.6069,ZdUGtCnd
7843,0.8112,HXFfdJMQ
7844,0.3277,CPojSgiK
7845,0.8615,MBMiesTy
7846,0.6451,qXVkeqKI
7847,0.8876,jVoKMjdy
7848,0.9718,HQrUREKF
7849,0.2699,MMJeGxmN
7850,0.2139,EtMcltqZ
7851,0.2887,lwUEdoIU
7852,0.3016,eoqkzNgz
7853,0.0973,qlTajbvZ
7854,0.1748,HEDthVlW
7855,0.1101,NtExXWkB
7856,0.5017,bVKHWxsk
7857,0.7824,ORJqTflD
7858,0.8254,ONKPFoGs
7859,0.5066,VheieZdc
7860,0.5405,QKCrcvtO
7861,0.8429,rRKTbLps
7862,0.8907,UQuuEPzp
7863,0.4921,azFLipWn
7864,0.6061,CxUDtcup
7865,0.693,qDbUsWsN
7866,0.4175,NrfYWKwB
7867,0.6308,loqyTUHA
7868,0.916,JdWRmhpL
7869,0.9802,qXWYefUn
7870,0.5122,HfhMGtVb
7871,0.4276,vrDDMhZd
7872,0.4619,otuYBtFi
7873,0.5259,HeKwLPeA
7874,1.0,TggczqjB
7875,0.5821,RrLcIZmF
7876,0.532,xUCqohaV
7877,0.3771,gczRYcsv
7878,0.2323,RXeJGZcF
7879,0.1489,wiAtONEy
7880,0.5559,nSBiQBeF
7881,0.1254,hORtyANG
7882,0.6014,whjSfZMW
7883,0.6242,AQAciCAE
7884,0.3272,DuwipUsW
7885,0.6251,yyiDyjBD
7886,0.3596,wNrrdwsE
7887,0.2294,nZEEriCT
7888,0.237,TZZmrAWN
7889,0.3686,CQIDwffo
7890,0.3637,eSwyrvIT
7891,0.1012,UxsMpQcx
7892,0.3506,tXmZTDoy
7893,0.6655,EQccpdRG
7894,0.0097,NbazOKBm
7895,0.3764,RBeLqAyZ
7896,0.193,QUnuWmKd
7897,0.9799,yxylIQNe
7898,0.0662,AVGwcuiL
7899,0.0809,GUoWubXT
7900,0.7974,UabdbabB
7901,0.152,WJjXgFPR
7902,0.5581,TMFEPihv
7903,0.6379,vKsqbGOK
7904,0.5918,phsFgiXG
7905,0.8371,ObQUXTrl
7906,0.3653,WWASkQcO
7907,0.4541,QpevUhoq
7908,0.5637,pIQGUyeH
7909,0.6468,KvLzqCiR
7910,0.3995,SdNIWrbe
7911,0.2954,TaoaeYHx
7912,0.5859,eHBvegTA
7913,0.6108,rbvfeFML
7914,0.8226,piKqhsxF
7915,0.1553,RuGEUHoo
7916,0.5492,aEqFIAQH
7917,0.7971,SEZJwZAF
7918,0.6951,ZhQfCAkX
7919,0.59,mQZZjuFM
7920,0.2878,lpEHarqs
7921,0.5334,SiHoDxOY
7922,0.5663,UzSUZhzh
7923,0.159,sZWtTyCd
7924,0.8375,gmpEiRlY
7925,0.5006,MlszlOHh
7926,0.3311,KoHEdQnt
7927,0.361,LlBvCbcx
7928,0.3131,gjydBweW
7929,0.6536,bkUmISyY
7930,0.4638,iugGPCTK
7931,0.9899,UwNbJUFp
7932,0.644,tsCPdNGy
7933,0.9646,iSbCgAzZ
7934,0.1133,JJmaFvCA
7935,0.7667,OCEFekWg
7936,0.4079,jYCyixlR
7937,0.6787,tkPgYMYX
7938,0.2457,YpTcQaoQ
7939,0.8313,sDkSKskR
7940,0.8107,tFTHVDrV
7941,0.7229,HwyeSeWH
7942,0.8852,jJxcdlNe
7943,0.6027,DiilJLRo
7944,0.9698,HrWXhvJa
7945,0.8598,xBwXWupI
7946,0.7619,VbzmHJFL
7947,0.9084,eCEqeMMY
7948,0.0028,nkdfiVsx
7949,0.9662,YUouzuqb
7950,0.4514,IDmgohqa
7951,0.5357,MZepDnJR
7952,0.8609,UJwXtnip
7953,0.1527,hAblhaDH
7954,0.7015,XpDQxwQH
7955,0.4496,QWNifCxS
7956,0.0851,JFRYZiAX
7957,0.4246,ZQTHmZId
7958,0.832,ECQVGfxe
7959,0.5205,CimKsgrb
7960,0.6691,EUvwcQWn
7961,0.664,BizYSKwc
7962,0.7545,ewVvWgMd
7963,0.7335,VntxFTSJ
7964,0.8779,lRfhbPzu
7965,0.9805,onerffqV
7966,0.9293,IfIMoJfN
7967,0.0698,AxqVjHML
7968,0.8956,ZlKIGzTy
7969,0.1565,ftpUeujD
7970,0.1959,noFyBMbR
7971,0.7563,kiDYwuBX
7972,0.5621,SIapWNcZ
7973,0.4972,NmTLsKuM
7974,0.7829,shzjUQqk
7975,0.3245,yCJgiQap
7976,0.3849,LlABDLNx
7977,0.1121,WJUXDeps
7978,0.8567,lKgnAHLZ
7979,0.7628,QzgJAfOt
7980,0.2998,UCPXxjnw
7981,0.8059,kKigTWpE
7982,0.0589,uuaBzugb
7983,0.9989,DXlWbEym
7984,0.3221,DFjqbhXJ
7985,0.1578,CsVdszLX
7986,0.3288,PlxOIcuQ
7987,0.5265,oFviPAjk
7988,0.5833,EwyXkckG
7989,0.3789,nqECWzph
7990,0.819,xVBkJjNZ
7991,0.8868,IIaMVeKm
7992,0.6371,iZBkvfLK
7993,0.142,ypmedaAg
7994,0.8701,BfejwiCQ
7995,0.8276,yHfCTZvf
7996,0.4157,iwmKiRUv
7997,0.5255,PhJLUDMD
7998,0.4064,tDEkWdiP
7999,0.7199,WdwItlYc
8000,0.5333,gSRoIJle
8001,0.1306,DbxXYjfC
8002,0.2133,QsybJJPE
8003,0.1094,KloWyWjA
8004,0.8106,BabfPdRI
8005,0.9582,EvgZBvmZ
8006,0.2387,BnNisBXZ
8007,0.9701,dhSGduNt
8008,0.1055,dnwZNmoZ
8009,0.4304,GoGIIGVP
8010,0.0078,matOcZfJ
8011,0.4482,YsGumxRT
8012,0.5011,vIZRNGvm
8013,0.9833,QjGgnLrz
8014,0.3766,HnTFOdml
8015,0.0372,glQLIyZu
8016,0.6138,RTLWHCPd
8017,0.8805,IZYnerVt
8018,0.7645,igxobHxQ
8019,0.7508,UjyNWdwr
8020,0.997,QCvwNnlo
8021,0.5323,URexUFaA
8022,0.6269,yYaStWCi
8023,0.111,UcNVmpSY
8024,0.1144,ajdDdbTW
8025,0.1488,BXWxMFGz
8026,0.1741,vmDVlUUa
8027,0.8102,iKihauho
8028,0.4832,pBcuPEAM
8029,0.2506,JFHYESju
8030,0.7073,ERQUcYjR
8031,0.9118,ONLZgCQG
8032,0.1612,MrDjUpln
8033,0.0751,jCNbWVrp
8034,0.1426,aPrGXgZA
8035,0.7608,BWYFuWYR
8036,0.3043,xnDrgRhw
8037,0.9367,djtlWNJd
8038,0.669,lMYHFrOn
8039,0.7776,oIdiJkHA
8040,0.9467,HNLmGCyt
8041,0.6602,IFpcQUQa
8042,0.1586,KwxZPEfy
8043,0.9562,aqbijbJm
8044,0.8551,ZdabERfD
8045,0.0505,XQUfXaSC
8046,0.9217,zffpyEit
8047,0.9761,PTVjohsJ
8048,0.3666,VAcyEqpY
8049,0.175,KSsIXKld
8050,0.3748,BzqPvjRZ
8051,0.9234,udzFAhUR
8052,0.023,fpOfcdHF
8053,0.7273,MxcLaoXV
8054,0.616,WbKanjls
8055,0.2835,sXNYgmQX
8056,0.6851,HfeoMmMD
8057,0.3258,yVLEfrUQ
8058,0.1495,LupRBfgC
8059,0.3879,QkunGIDy
8060,0.9722,GKDDhspL
8061,0.7356,rqOuJejb
8062,0.8608,SuQSThCv
8063,0.8391,DOpSvbzz
8064,0.5087,EBuSBzpm
8065,0.8273,GWMUBrOi
8066,0.7583,CdDuiiZq
8067,0.5569,TKOlMPdL
8068,0.0738,sgpAIYdn
8069,0.77,XFjVveEx
8070,0.6876,mpxwtjVI
8071,0.7374,agJZLYUf
8072,0.4237,BQzIVsHC
8073,0.9315,gYNXXcBq
8074,0.0924,SNBaRaJs
8075,0.4784,dqBYdGfN
8076,0.0884,NqgZKedv
8077,0.3854,wXwhKyBd
8078,0.3513,oUrYMuHr
8079,0.3242,ZEQrNnyq
8080,0.0589,btHrUJVn
8081,0.7737,NtlZRaqs
8082,0.6492,TcNkaRtB
8083,0.7486,JCOleEkA
8084,0.4955,CVndOhTP
8085,0.483,chhfCEgN
8086,0.7338,kaNUIbGf
8087,0.3095,sqhmEDff
8088,0.3354,zaZjnohU
8089,0.3966,KqzZjigf
8090,0.2496,jTFLqrpG
8091,0.2796,ULHCvfCl
8092,0.3922,vSuEbbGc
8093,0.5082,zHvTxUmj
8094,0.1306,koYmbnei
8095,0.1332,PsMkZofD
8096,0.1109,wgMeBhVP
8097,0.6418,YujmguBh
8098,0.0894,kyyZFssa
8099,0.513,IkaSqElV
8100,0.2821,EYRJcSyX
8101,0.4055,dhAAGZUd
8102,0.1795,vGsXFRvF
8103,0.3043,htUQbMTU
8104,0.1021,hzLlIpbW
8105,0.5602,bkwcVQpn
8106,0.7845,QgorMQBx
8107,0.5598,EbqOEiws
8108,0.5617,TNWYziyw
8109,0.5946,HWKsclnP
8110,0.7696,eUyRuWPR
8111,0.3604,Yyacxoym
8112,0.5686,zqfbEUEI
8113,0.9884,BKRIBqdn
8114,0.3836,muXLmdCc
8115,0.5825,AayGNAYG
8116,0.124,HdzkUBbJ
8117,0.0881,NzpOaHWW
8118,0.3955,ICpzWZDO
8119,0.0576,QGDKsxCW
8120,0.5785,SeGdYcqR
8121,0.3892,EfQXyQIk
8122,0.5099,hEBlmtgI
8123,0.7376,QGGbMrbg
8124,0.1089,LLQJvvfU
8125,0.8815,OVnkIQLc
8126,0.5786,RwzRDlji
8127,0.0182,lSrFyDRt
8128,0.3211,jENvhVbe
8129,0.6333,huWzeoZq
8130,0.0759,uJRHdyzU
8131,0.5689,HpJoPcVg
8132,0.5161,QEjwUNTQ
8133,0.2284,NYtnAvvM
8134,0.0311,iMENVzlE
8135,0.9532,stoydFJz
8136,0.4756,FULNgFjE
8137,0.5295,tVWzyfSN
8138,0.4292,kQppLFeC
8139,0.9913,EpRnZNUn
8140,0.0567,rFisqiTF
8141,0.7488,GatbcZxA
8142,0.8929,UBKBwPWO
8143,0.1982,gAAGLJJZ
8144,0.1509,WYYDBsSj
8145,0.596,FAfKbkOO
8146,0.8559,RndpOKdk
8147,0.5129,QNjFFJLc
8148,0.4635,nFQgNaDv
8149,0.8185,TLCCTYFf
8150,0.1176,ApznCpbO
8151,0.0902,QoVVNkWF
8152,0.4248,EdTcqawg
8153,0.4916,ZCEvTdxv
8154,0.4057,FnGUVJty
8155,0.3714,HGviPJKF
8156,0.5607,OpxGCIVc
8157,0.2246,cXxubQTr
8158,0.2086,TowQavHX
8159,0.9467,kdywRShK
8160,0.0582,JLGWREsf
8161,0.0306,iRlRekpf
8162,0.021,rgyiQUHP
8163,0.4568,OwSqKOVf
8164,0.1623,zUDPIppT
8165,0.1427,VaPrtWIk
8166,0.1708,DvfmMPhB
8167,0.6626,XQXUOjZA
8168,0.4461,JGBcKkSX
8169,0.7845,PAGCcrey
8170,0.8593,RZjfwuof
8171,0.4023,rPCdOBdJ
8172,0.8049,wTGSMdhf
8173,0.1367,CUqPNmxq
8174,0.8633,oDKlHDAK
8175,0.1669,YDlIMKDe
8176,0.4699,nPfOqyDt
8177,0.8625,dnPrBDvf
8178,0.6731,RLzIIQfQ
8179,0.5723,npseQOvA
8180,0.8313,pJVtPQKs
8181,0.2201,tAyEqaQZ
8182,0.2803,fBHepOFi
8183,0.6175,JkvixtXC
8184,0.353,PLExwpMQ
8185,0.8275,IcmOFHWE
8186,0.3786,xCiueATr
8187,0.0248,cgDpSPfV
8188,0.8269,LNaOkMPm
8189,0.389,mFCAEwBz
8190,0.9664,oATJUZQj
8191,0.8955,eakVIuVv
8192,0.0552,NvUpMnNI
8193,0.3808,GpHLaxGH
8194,0.9513,kSlvUGTe
8195,0.9573,xbbRowNY
8196,0.8034,lDEhqZXL
8197,0.738,GZDKVrzH
8198,0.3261,dXXfmALV
8199,0.4435,sNvJRXir
8200,0.6105,bVXVKYzK
8201,0.2852,AWWgXxRB
8202,0.5679,kGWTTmsH
8203,0.8285,AOKJRebE
8204,0.2845,ETddndSb
8205,0.1172,ufKNTrvd
8206,0.4143,bYTtYjKG
8207,0.8474,yfzXiCrX
8208,0.6434,BTdrgEdQ
8209,0.69,PPdAZtIv
8210,0.3788,zwIaUpUV
8211,0.4234,MtUespYY
8212,0.3167,NhXYNvXO
8213,0.5702,UvwOQcyj
8214,0.8058,gQafmEKw
8215,0.6704,pDTzkmem
8216,0.8756,dsNScCaJ
8217,0.4723,pVANZtJK
8218,0.2897,mhgkcPPg
8219,0.5701,HHomxmkD
8220,0.9647,niydPEVL
8221,0.3134,HPyQVqWZ
8222,0.3801,IwxZvzhk
8223,0.7309,vQDnrErJ
8224,0.8366,ERbRmvEH
8225,0.4051,wWYUdRFG
8226,0.819,ecrjCmLV
8227,0.1797,rLtDUqdR
8228,0.0772,cQrqeAWi
8229,0.4153,FkNAloTW
8230,0.3866,chbVChqt
8231,0.6778,JdkAtsuo
8232,0.0378,pAVTBPEe
8233,0.4669,aNUvWnKM
8234,0.9851,XwVwbelq
8235,0.1473,avsufvHj
8236,0.6842,rCsCjfiA
8237,0.9557,BkqnfmeV
8238,0.576,jTxmkhUP
8239,0.3543,eWnlCplb
8240,0.0366,qcxpPwef
8241,0.2199,DdXYYQKy
8242,0.5086,yexFFzPe
8243,0.8256,KBkmkwrI
8244,0.9223,POdsghKi
8245,0.129,RGfzXbei
8246,0.0459,rLSJxHoC
8247,0.5964,mKfDDCsb
8248,0.1383,qunMuGuU
8249,0.9113,TaAFXPdz
8250,0.1786,WaOKVvhB
8251,0.1764,NrrAqjgq
8252,0.2657,JhdnBpYL
8253,0.1565,OnQqZzTy
8254,0.4479,NPUSXQeH
8255,0.0336,ZOOHSIlS
8256,0.0361,oBrYxicV
8257,0.9942,IrYXqtHY
8258,0.2369,jtcZPyLT
8259,0.7018,LGYMYmpb
8260,0.6633,NNsUKeha
8261,0.7786,ATYlLSrd
8262,0.7701,HoHQsLtR
8263,0.1475,TVwJSYZj
8264,0.7577,ZCxidkjz
8265,0.1865,OpCabolp
8266,0.3932,WQzLPRAz
8267,0.4841,omnxJnVP
8268,0.2634,mQZVhChJ
8269,0.5713,pCDMXsut
8270,0.5513,wTGWJEXY
8271,0.9362,aPJQevlN
8272,0.6479,ulfjSMPo
8273,0.7626,uoqSTtIr
8274,0.698,aIzHoMeU
8275,0.7303,EfNxlKRQ
8276,0.8053,NqGdCJiq
8277,0.2773,HlWtTsGe
8278,0.5122,pFrahLrM
8279,0.7388,IDwtetqa
8280,0.8992,BfERwFgt
8281,0.2787,NbpAYWYc
8282,0.6638,SiQLhnaP
8283,0.7774,mgRnFYpq
8284,0.1643,PtevRpGM
8285,0.1397,FPLWRKbk
8286,0.095,chvlStFN
8287,0.4797,MYWpGVAX
8288,0.4574,YtISqsND
8289,0.3604,kGiDZBOX
8290,0.6644,GcoZnLVE
8291,0.0811,REkBsUcu
8292,0.5447,JaqSuhog
8293,0.1206,zlTouMnL
8294,0.6909,DQqsxdXp
8295,0.798,lLMoZMtL
8296,0.1108,cRZgAHhf
8297,0.1027,ceXAWVJp
8298,0.6552,aHqGXbfC
8299,0.3252,iehOhcLX
8300,0.1293,DNEUWnjf
8301,0.8656,UOPaAXYR
8302,0.1465,VcaMsUXf
8303,0.6639,CHTlMzXo
8304,0.299,AExiKIEd
8305,0.4053,OMvIuuGj
8306,0.4303,IMAhYAHO
8307,0.3821,KhtHAquU
8308,0.9364,wrOpApib
8309,0.3461,nfZkkTjI
8310,0.7692,yIPbjxWr
8311,0.2787,iXVeWjlZ
8312,0.9583,MBGbMFan
8313,0.1498,WSwJmHvk
8314,0.6252,BgBJhZTa
8315,0.6965,ehfMizFA
8316,0.3686,DvGeeWTC
8317,0.0169,ifcYYlbm
8318,0.3777,PgzPieDP
8319,0.6264,GPAjabxg
8320,0.6765,gQEWEcwa
8321,0.5112,kHRetjEQ
8322,0.9828,eHgRNhoZ
8323,0.6059,lerQjZSf
8324,0.5921,tFsspEdW
8325,0.5501,XCVzmgKj
8326,0.2227,UnHKxDXc
8327,0.2673,LKYoIFPw
8328,0.7328,KyTNSnql
8329,0.083,HXzVZfRS
8330,0.7696,xAIQLCxX
8331,0.7671,rcGeikTA
8332,0.7472,lvqGzCkh
8333,0.2154,radrsiUP
8334,0.8671,RWrKIebK
8335,0.5444,ZczOzgAf
8336,0.733,EDAaADcV
8337,0.2207,CGfMlUmb
8338,0.3953,jzDudiEa
8339,0.1323,LdymopQF
8340,0.607,HfieNxMH
8341,0.7296,AQoSazDe
8342,0.6045,nirKIdzk
8343,0.6675,ZPSEDBbq
8344,0.0467,pVlfUGwb
8345,0.3452,fJcqXkNX
8346,0.6823,imtkNsBF
8347,0.1254,CtQjDnAS
8348,0.3986,ApvIBnwl
8349,0.6184,CDHewYXW
8350,0.1421,jgAeQRbg
8351,0.5316,QXhNUfoW
8352,0.9775,kbXOcsMR
8353,0.2753,QThxKxGV
8354,0.125,AoWaYhBg
8355,0.1691,bFncAVgZ
8356,0.4681,JypvLKYk
8357,0.3567,QejyeTJa
8358,0.3325,fVOMyVhd
8359,0.1237,NNEWoReT
8360,0.396,CGRjyISL
8361,0.8513,YzynGPoJ
8362,0.8833,VSeqNkvJ
8363,0.4869,ZQfLvnfS
8364,0.1458,MjhDvlpz
8365,0.8681,HyDZSYwZ
8366,0.4613,MMbYWrLt
8367,0.9906,tFgnhWmh
8368,0.5472,dwAZZmql
8369,0.2773,jgUiCVzE
8370,0.9014,lrVHZcDK
8371,0.243,OostAFpm
8372,0.7368,cTfnaodx
8373,0.0231,fdNQEDMc
8374,0.2498,WuWwaQCT
8375,0.2279,oKtRSDns
8376,0.138,ZrzhBrLq
8377,0.281,oFAZEJlM
8378,0.9251,TovdSVQs
8379,0.1638,KvfWhpfT
8380,0.0217,iuKXYZGe
8381,0.7609,xZawlpAf
8382,0.6549,SOegMTeq
8383,0.5341,uUBmJUaZ
8384,0.6133,AqSmycvP
8385,0.5847,hAQLrhyT
8386,0.5444,yWjnwEzK
8387,0.8118,zrrgWeQR
8388,0.8801,vnFKDVSt
8389,0.9201,OKpZQXcK
8390,0.8667,sOYQoFoG
8391,0.7042,NKfaaGBy
8392,0.6444,tJsGpfzE
8393,0.87,QtYtXSFd
8394,0.53,NLjnMKOj
8395,0.7895,roZcspGz
8396,0.4952,dXBzMvbx
8397,0.7609,ETsRUyDS
8398,0.3625,JfTGiYcB
8399,0.5548,IMNwNTbq
8400,0.8102,cBbZDHIz
8401,0.1908,ahKsBEUT
8402,0.1429,acYOEIIu
8403,0.5975,MQzoQrLj
8404,0.2114,SaZKnOxE
8405,0.427,JlWSgKsT
8406,0.079,PGWBQCKD
8407,0.1385,nPMQWEej
8408,0.8888,zpkbkrKo
8409,0.0043,IWjAWmMS
8410,0.4202,pScqyPEu
8411,0.2249,JJRcFzcg
8412,0.019,ATIABiKL
8413,0.3106,bvrTUdeg
8414,0.1209,AhWYghtd
8415,0.1257,ROCRbNFF
8416,0.9596,WBJyGbkv
8417,0.0291,xxunYdju
8418,0.3483,PjaoAoHe
8419,0.7294,cBhlANky
8420,0.1254,fAGHCKUK
8421,0.3132,mYGyWJnK
8422,0.4052,RCCcodYE
8423,0.827,rYSEHmdT
8424,0.2556,HoZGSYDN
8425,0.8845,evCzNoTe
8426,0.0975,gKEqFNBS
8427,0.108,houIXCxC
8428,0.5374,GzPzbDmi
8429,0.9975,jhHYhSsh
8430,0.2692,QpgKYDgS
8431,0.3311,ZwFAcpEx
8432,0.4976,glayUREY
8433,0.4539,RxRBnoyL
8434,0.9899,vyXJgoKJ
8435,0.7126,XGPjMEMO
8436,0.5337,QcsVwfRI
8437,0.2101,BqAIPbGU
8438,0.8479,FOnJGYsU
8439,0.4922,gvudvJMx
8440,0.1297,WyEeoiHA
8441,0.9739,QUeJwpuU
8442,0.986,cfkUziuh
8443,0.1469,xcpmNPJU
8444,0.6939,hRUtJAdL
8445,0.4593,GKtEFysN
8446,0.5358,vpyCYqte
8447,0.5341,DHlQoksk
8448,0.8794,MipTeLdL
8449,0.3469,LMMoiXmo
